velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
25-49	s.r.o.	27343723	CarTec Liberec, s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní poskytování úvěrů j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Obchod s motorovými vozidly, kromě motocyklů; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi	aktivní	ano	2008	Liberec	46001	Karolína Škvrnová; Marek Rybář; Pavel Svoboda	46900;471;64929;772;451;45200;461	Liberec	2008-01-03
25-49	s.r.o.	27338053	FITHAM s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím	aktivní	ano	2007	Liberec	46008	Eduard Nypl; Ondřej Přibyl	46900;471;4778	Liberec	2007-11-05
25-49	s.r.o.	27317889	Service Plus, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Skladování a podpůrné činnosti pro dopravu; Poskytování ubytování; Pronájem a správa vlastních nebo pronajatých nemovitostí; Reklamní činnosti; Specializované návrhářské činnosti; Úklidové činnosti	aktivní	ano	2007	Liberec	46001	Libor Kmenta	00;016;46900;471;49399;49410;52;55;6820;731;74100;812	Liberec	2007-03-26
25-49	s.r.o.	27301222	GLEICH Aluminium s.r.o.	Výroba nožířských výrobků; Výroba zámků a kování; Velkoobchod s díly a příslušenstvím pro motorová vozidla; Maloobchod s železářským zbožím, stavebními materiály, barvami a sklem	aktivní	ano	2006	Liberec	46311	Roman Benda; Roland Gleich	2561;2562;46720;47520	Liberec	2006-08-16
25-49	s.r.o.	27298370	Pozemní stavitelství s.r.o.	Výstavba bytových a nebytových budov; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím	aktivní	ano	2006	Liberec	46001	Milan Sejkora; Ivana Sejkorová; Klára Mislová	4120;471;4778	Liberec	2006-07-10
25-49	s.r.o.	27292436	Hotel Liberec s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ano	2006	Liberec	46001	Martina Zdvořáková	00;11010;471;4778;55101;56100;90020	Liberec	2006-04-12
25-49	s.r.o.	27277844	DANFIL JEWELLERY s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba strojů a zařízení j. n.; Výroba klenotů a příbuzných výrobků; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Inženýrské činnosti a související technické poradenství; Činnosti reklamních agentur; Specializované návrhářské činnosti; Fotografické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání	aktivní	ano	2005	Liberec	46312	Daniel Horák; Filip Horák	00;28;32120;46900;471;47790;7112;73110;74100;74200;772;855	Liberec	2005-09-20
25-49	s.r.o.	27267351	KORID LK, spol. s r.o.	Poradenství v oblasti podnikání a řízení podniků	aktivní	ano	2005	Liberec	46001	Otto Pospíšil	702	Liberec	2005-03-30
25-49	s.r.o.	27260453	Melichar Liberec s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba kovových výrobků, kromě strojů a zařízení; Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Skládkování nebo trvalé uložení odpadů; Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Silniční nákladní doprava	aktivní	ano	2004	Liberec	46014	Jan Melichar	00;25720;38;38320;4120;431;46900;4778;49410	Liberec	2004-12-13
25-49	s.r.o.	26688603	GALL s.r.o.	Výroba pryžových výrobků; Výroba plastových výrobků; Výroba a hutní zpracování ostatních neželezných kovů; Výroba nožířských výrobků; Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba ostatních strojů a zařízení pro všeobecné účely; Výroba ostatních strojů pro speciální účely j. n.; Výroba motorových vozidel; Výroba karoserií motorových vozidel; výroba přívěsů a návěsů; Výstavba bytových a nebytových budov; Opravy a údržba motorových vozidel, kromě motocyklů; Činnosti agentur zprostředkujících práci na přechodnou dobu a ostatní poskytování lidských zdrojů; Činnosti související se zaměstnáním	aktivní	ano	2002	Liberec	46008	Ryszard Leszek Głośny; Olga Koníčková	221;222;24450;25610;25620;25720;282;28990;29100;29200;4120;45200;78200;78300	Liberec	2002-03-27
25-49	s.r.o.	25859293	PROTIS Bohemia s.r.o.	Inženýrské činnosti a související technické poradenství; Administrativní a kancelářské činnosti; Opravy, údržba a instalace strojů a zařízení; Výroba nožířských výrobků, nástrojů a železářských výrobků; Překladatelské a tlumočnické činnosti; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Velkoobchod; Sběr odpadů, kromě nebezpečných; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Maloobchod; Úklidové činnosti; Výroba kovových výrobků, kromě strojů a zařízení; Příprava staveniště; Výroba pryžových a plastových výrobků; Výroba strojů a zařízení j. n.	aktivní	ano	2000	Liberec	46001	Vojtěch Hanzlík; Rudolf Klusáček; Kamil Hurta	7112;82110;33;256;74300;00;46;38110;71209;7219;47;81290;25;43120;22;28	Liberec	2000-06-23
25-49	s.r.o.	25759698	RUBIDEA CZ s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výstavba bytových a nebytových budov; Instalace rozvodů vody, odpadu, topení a klimatizace	aktivní	ano	1999	Liberec	46001	Jan Počinek; Jan Krotil; Romana Krčková	00;4120;43220	Liberec	1999-05-03
25-49	s.r.o.	25481045	OK - STEEL s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Architektonické a inženýrské činnosti a související technické poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2004	Liberec	46008	Eva Pešková	25720;431;461;46900;4778;711;772	Liberec	2004-03-03
25-49	s.r.o.	25477943	NAVETA CZ s.r.o.	Výroba ostatních kovových výrobků; Výroba strojů na výrobu textilu, oděvních výrobků a výrobků z usní; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím	aktivní	ano	2003	Liberec	46001	Milan Váňa	259;28940;461;46900;471;4778	Liberec	2003-11-05
25-49	s.r.o.	25472402	REST GARDEN s.r.o.	Destilace, rektifikace a míchaní lihovin; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2003	Liberec	46001	Tomáš Hanoušek	11010;46900;4778;5510;56100;772	Liberec	2003-07-09
25-49	s.r.o.	25467204	BDI Czech s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Podpůrné činnosti pro podnikání j. n.; Ostatní vzdělávání	aktivní	ano	2003	Liberec	46001	Branislav Hámorník	461;46900;4778;829;855	Liberec	2003-04-07
25-49	s.r.o.	25466640	CAP-NET s.r.o.	Výroba ostatních elektrických zařízení; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Telekomunikační činnosti; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti; Ostatní odborné, vědecké a technické činnosti; Opravy a údržba počítačů a komunikačních zařízení	aktivní	ano	2003	Liberec	46007	Milan Litvan; Jaroslav Opočenský	27900;461;46900;4778;61;62020;63;74;95110	Liberec	2003-04-09
25-49	s.r.o.	25464787	KOLLERT ELEKTRO s.r.o.	Výroba elektrických rozvodných a kontrolních zařízení; Demolice a příprava staveniště; Elektrické instalace; Maloobchod s ostatním novým zbožím; Skladování; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	2003	Liberec	46010	Petr Kollert	27120;431;43210;4778;5210;711	Liberec	2003-03-15
25-49	s.r.o.	25451995	UBS Liberec s.r.o.	Destilace, rektifikace a míchaní lihovin; Zprostředkování v oblasti velkoobchodu za provizi; Maloobchod s ostatním novým zbožím; Rekreační a ostatní krátkodobé ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2002	Liberec	46001	Jaroslav Uko	11010;461;4778;55200;56100;731;74	Liberec	2002-07-29
25-49	a.s.	25450131	Liberecká IS, a.s.	Poradenství v oblasti podnikání a řízení podniků; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Ostatní odborné, vědecké a technické činnosti; Ostatní vzdělávání; Podpůrné činnosti pro dopravu; Počítačové programování, poradenství a související činnosti; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti; Ostatní poskytování úvěrů j. n.; Účetnické a auditorské činnosti; daňové poradenství; Maloobchod s ostatním novým zbožím	aktivní	ano	2002	Liberec	46007	Jaroslav Bureš; Tomáš Pozner; Ivan Landsmann	702;71110;7112;74;855;52290;620;62030;63;64929;69200;4778	Liberec	2002-06-17
25-49	s.r.o.	25446185	DATABOX s.r.o.	Maloobchod s ostatním novým zbožím; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a související činnosti; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Ostatní vzdělávání	aktivní	ano	2002	Liberec	46007	Daniel Peterka	4778;620;63120;68310;731;74;855	Liberec	2002-04-25
25-49	s.r.o.	25443216	ACL Coating s.r.o.	Výroba nožířských výrobků; Výroba karoserií motorových vozidel; výroba přívěsů a návěsů; Zprostředkování v oblasti nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2002	Liberec	46312	Vladimír Böhm; Libor Kulda	25610;29200;68310;772	Liberec	2002-02-27
25-49	s.r.o.	25431293	Prádelna Koudelka a syn s.r.o.	Maloobchod s ostatním novým zbožím; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Poskytování osobních služeb	aktivní	ano	2001	Liberec	46014	Ondřej Koudelka; Magdaléna Veselá	4778;772;96010	Liberec	2001-06-11
25-49	s.r.o.	25428942	VIPS gas s.r.o.	Elektrické instalace; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím; Maloobchod s ostatním novým zbožím; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Technické zkoušky a analýzy; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2001	Liberec	46006	Petr Chocholoušek; Jiří Chocholoušek	43210;46740;4778;56100;7120;74	Liberec	2001-04-09
25-49	s.r.o.	25428616	Thermica plus spol. s r.o.	Výstavba bytových a nebytových budov; Instalace rozvodů vody, odpadu, topení a klimatizace; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Architektonické a inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy	aktivní	ano	2001	Liberec	46005	Martin Berčo	4120;43220;45200;461;46900;471;711;7120	Liberec	2001-03-28
25-49	a.s.	25419838	OKO-OPTIK, a.s.	Výroba lékařských a dentálních nástrojů a potřeb; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Maloobchod s ostatním novým zbožím	aktivní	ano	2000	Liberec	46001	Bohumil Nagy; Robert Heczko; Jakub Téra	3250;471;4778;47781	Liberec	2000-08-17
25-49	s.r.o.	25401645	Progres Liberec s.r.o.	Výstavba bytových a nebytových budov; Výstavba inženýrských sítí pro kapaliny a plyny; Demolice a příprava staveniště; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný maloobchod; Skladování	aktivní	ano	1999	Liberec	46010	Eva Hrabaňová; Martin Hrabaň	4120;42212;431;43290;45200;471;52100	Liberec	1999-04-28
25-49	a.s.	25183052	VHS stavby a.s.	Výroba pryžových a plastových výrobků; Výroba ostatních nekovových minerálních výrobků; Výroba konstrukčních kovových výrobků; Shromažďování, úprava a distribuce vody; Sběr odpadů, kromě nebezpečných; Sběr nebezpečných odpadů; Výstavba inženýrských sítí pro kapaliny a plyny; Příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti specializovaného velkoobchodu za provizi s ostatním zbožím; Maloobchod s ostatním novým zbožím; Silniční nákladní doprava; Pronájem a správa vlastních nebo pronajatých nemovitostí; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Administrativní a kancelářské činnosti; Úklidové činnosti; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Inženýrské činnosti a související technické poradenství	aktivní	ano	1998	Liberec	46008	Martin Borovička; Michal Maděra; Petr Myška; Vítězslav Štumpf; Marek Štěpnička	22;23;251;36000;38110;38120;42211;43120;45200;46189;4778;49410;6820;71110;7112;82110;81290;00;77290;71122	Liberec	1998-10-14
25-49	s.r.o.	25048821	SEFIMA s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Zprostředkování v oblasti maloobchodu; Počítačové programování, poradenství a související činnosti; Účetnické a auditorské činnosti; daňové poradenství; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	1999	Liberec	46014	Ivo Topinka; Václav Vohánka	461;47990;620;69200;702;74	Liberec	1999-02-25
