velikost	forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
25-49	s.r.o.	27264491	Czech Energy s.r.o.	Opravy, údržba a instalace strojů a zařízení; Výroba elektřiny z neobnovitelných zdrojů; Obchod s plynem prostřednictvím sítí; Dodávání páry a klimatizovaného vzduchu; Výstavba bytových a nebytových budov; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Elektrické instalace; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Zprostředkování v oblasti nemovitostí; Úklidové činnosti	aktivní	ano	2005	Jablonec nad Nisou	46601	Miroslav Žabka	33;35110;35230;3530;4120;432;43210;461;46900;47;68310;812	Jablonec nad Nisou	2005-02-22
25-49	s.r.o.	25449532	MB Transport s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Silniční nákladní doprava; Podpůrné činnosti pro dopravu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2002	Jablonec nad Nisou	46602	Barbora Braunerová	461;46900;471;49410;52290;6820;772	Jablonec nad Nisou	2002-06-21
25-49	s.r.o.	25425609	ACL Anodizing s.r.o.	Výroba plastových výrobků; Výroba nožířských výrobků; Ostatní specializované stavební činnosti j. n.; Zprostředkování v oblasti velkoobchodu za provizi; Architektonické činnosti; Výroba pryžových výrobků	aktivní	ano	2001	Jablonec nad Nisou	46602	Radek Bleha; Vladimír Böhm; Libor Kulda	22290;25610;4399;461;71110;221	Jablonec nad Nisou	2001-01-09
25-49	s.r.o.	25420143	PROVYS CZ, s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Výroba elektrických zařízení; Výroba ostatních strojů pro speciální účely j. n.; Nespecializovaný maloobchod	aktivní	ano	2000	Jablonec nad Nisou	46601	Jiří Vágner; Miroslav Kosmák; David Náhlovský	25720;27;28990;471	Jablonec nad Nisou	2000-08-24
25-49	s.r.o.	25412400	Rýnovická energetická s.r.o.	Distribuce plynných paliv prostřednictvím sítí; Výroba elektřiny z neobnovitelných zdrojů; Instalace rozvodů vody, odpadu, topení a klimatizace; Velkoobchod s motorovými vozidly; Výroba a distribuce klimatizovaného vzduchu; Přenos elektřiny; Distribuce elektřiny; Obchod s plynem prostřednictvím sítí; Výroba a distribuce páry; Výroba pekařských, cukrářských a jiných moučných výrobků; Instalace průmyslových strojů a zařízení	aktivní	ano	2000	Jablonec nad Nisou	46605	Petr Bartoš; Filip Lhota	35220;35110;43220;46713;35302;35130;35140;35230;35301;107;33200	Jablonec nad Nisou	2000-01-18
25-49	s.r.o.	25410792	ALFASPED LOGISTIK s.r.o.	Opravy a údržba motorových vozidel, kromě motocyklů; Maloobchod s ostatním novým zbožím; Silniční nákladní doprava; Skladování; Ostatní poštovní a kurýrní činnosti; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	1999	Jablonec nad Nisou	46605	Václav Růža; Dana Blahoutová; Hana Růžová	45200;47789;49410;52100;53200;702;74	Jablonec nad Nisou	1999-12-09
25-49	s.r.o.	25005103	Jablonecká nástrojárna s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Výzkum a vývoj v oblasti přírodních a technických věd	aktivní	ano	1996	Jablonec nad Nisou	46605	Tomáš Pára	25730;47110;7219	Jablonec nad Nisou	1996-06-19
25-49	s.r.o.	05073383	JABLOTRON CONTROLS s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek a desek; Výroba elektrických zařízení; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Zprostředkování v oblasti nemovitostí; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Ostatní vzdělávání	zaniklý	ne	2016	Jablonec nad Nisou	46602	Jaroslav Balatka; Václav Kraus	00;261;27;46900;471;620;68310;712;721;855	Jablonec nad Nisou	2016-05-11
25-49	s.r.o.	04462556	JAKOB plus s.r.o.	Nespecializovaný maloobchod; Skladování; Výroba pryžových a plastových výrobků; Nespecializovaný velkoobchod	aktivní	ano	2015	Jablonec nad Nisou	46601	Michal Kosatík	471;52100;22;46900	Jablonec nad Nisou	2015-10-09
25-49	a.s.	61539881	Jablonecká energetická a.s.	Výroba a distribuce páry; Výroba a distribuce klimatizovaného vzduchu; Nespecializovaný velkoobchod; Technické zkoušky a analýzy; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Nespecializovaný maloobchod; Úklidové činnosti; Shromažďování, úprava a distribuce vody; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Účetnické a auditorské činnosti; daňové poradenství	aktivní	ano	1994	Jablonec nad Nisou	46602	Petr Cironis; Boris Pospíšil; Petr Roubíček; Jaroslav Šída; Štěpán Matek	35301;35302;46900;71209;6820;77290;471;81290;36000;00;69200	Jablonec nad Nisou	1994-12-07
25-49	a.s.	43223265	ECOGLASS, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba skla a skleněných výrobků; Výroba ostatních strojů pro speciální účely; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Činnosti reklamních agentur	aktivní	ano	1991	Jablonec nad Nisou	46604	Jiří Kočárek; Jan Krutský; Helena Krutská	00;23190;289;46900;471;620;71209;7219;73110	Jablonec nad Nisou	1991-09-16
25-49	a.s.	28683510	INOX Technology a.s.	Výroba zámků a kování; Výroba strojů a zařízení j. n.; Inženýrské činnosti a související technické poradenství; Výroba kovových výrobků, kromě strojů a zařízení; Výroba konstrukčních kovových výrobků; Instalace průmyslových strojů a zařízení; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Počítačové programování, poradenství a související činnosti; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2008	Jablonec nad Nisou	46801	Lukáš Šilhán; David Hušek; Ľubomír Červeňák; Jaroslav Sopuch	25620;28;7112;257;251;33200;772;620;952	Jablonec nad Nisou	2008-12-08
25-49	a.s.	25411322	PAS Jablonec a.s.	Výroba skla a skleněných výrobků	aktivní	ano	2000	Jablonec nad Nisou	46601	Helena Head; Jiří Procházka; Jiří Šilhán	23190	Jablonec nad Nisou	2000-01-01
25-49	a.s.	25023144	Fotbalový Klub Jablonec, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Reklamní činnosti; Provozování sportovních zařízení; Činnosti sportovních klubů	aktivní	ano	1997	Jablonec nad Nisou	46601	Tomáš Mejzr; Jakub Střeštík; Zdeňka Truhlářová; Jaromír Šantrůček	00;46900;471;6820;731;93110;93120	Jablonec nad Nisou	1997-07-07
25-49	a.s.	05042267	ZUBAŘI NAD MLÝNEM, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba lékařských a dentálních nástrojů a potřeb; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Technické zkoušky a analýzy; Reklamní činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Zubní péče; Ostatní činnosti související se zdravotní péčí; Poskytování osobních služeb; Poskytování osobních služeb	aktivní	ano	2016	Jablonec nad Nisou	46801	Martin Rota; Petr Halama	00;32500;46900;471;6820;71209;731;821;855;86230;8690;96040;96090	Jablonec nad Nisou	2016-05-02
20-24	s.r.o.	64052711	RENKA, s.r.o.	Podpůrné činnosti pro zemědělství a posklizňové činnosti; Výroba pryžových výrobků; Výroba plastových výrobků; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba kovových výrobků, kromě strojů a zařízení; Výroba kovových výrobků, kromě strojů a zařízení; Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Kompletační a dokončovací stavební práce; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Ostatní ubytování; Zprostředkování v oblasti nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	1995	Jablonec nad Nisou	46601	Renáta Studecká	016;221;22290;251;256;25720;25730;38;433;45200;461;46900;5590;68310;772	Jablonec nad Nisou	1995-12-06
20-24	s.r.o.	62743325	Energetická montážní společnost Liberec, s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Výroba komunikačních zařízení; Opravy a údržba elektrických zařízení; Výstavba bytových a nebytových budov; Elektrické instalace; Silniční nákladní doprava; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	1995	Jablonec nad Nisou	46605	Martin Krýcha; Jindřich Oupický	257;26300;33140;4120;43210;49410;702;711	Jablonec nad Nisou	1995-06-01
20-24	s.r.o.	41329104	A S T R A  spol. s r.o.	Výstavba bytových a nebytových budov; Velkoobchod s motocykly a jejich díly a příslušenstvím; Maloobchod; Silniční nákladní doprava; Účetnické a auditorské činnosti; daňové poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	1991	Jablonec nad Nisou	46601	Ivo Bartoněk; Jaroslava Bartoňková; Gabriela Kratochvílová	4120;46730;47;49410;69200;772	Jablonec nad Nisou	1991-08-16
20-24	s.r.o.	28741498	Autodoprava Dvořák s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Výroba nožířských výrobků, nástrojů a železářských výrobků; Opravy a údržba kovových výrobků, strojů a zařízení; Sběr odpadů, kromě nebezpečných; Výstavba bytových a nebytových budov; Příprava staveniště; Kompletační a dokončovací stavební práce; Zednické práce; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Skladování a podpůrné činnosti pro dopravu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti	aktivní	ano	2011	Jablonec nad Nisou	46801	Evžen Dvořák; Miroslava Dvořáková	00;016;256;331;38110;4120;43120;433;43910;45200;46900;471;4939;49410;52;6820;772;812	Jablonec nad Nisou	2011-04-06
20-24	s.r.o.	28592751	JabloNET s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2009	Jablonec nad Nisou	46601	Petr Jakubec; Ondřej Veselý	461;46900;471;620;68310;731;74	Jablonec nad Nisou	2009-07-14
20-24	s.r.o.	25855859	CHESPA CZ s.r.o.	Tisk a činnosti související s tiskem; Nespecializovaný maloobchod	aktivní	ano	2000	Jablonec nad Nisou	46604	Ireneusz Wodniak; Ivo Haška	181;471	Jablonec nad Nisou	2000-05-03
20-24	s.r.o.	25404288	All Beads Cz s.r.o.	Rozmnožování nahraných nosičů; Nespecializovaný velkoobchod; Maloobchod; Reklamní činnosti; Fotografické činnosti; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ano	1999	Jablonec nad Nisou	46601	Hynek Strnad; Eva Strnadová	18200;46900;47;731;74200;93290	Jablonec nad Nisou	1999-06-29
20-24	s.r.o.	25015567	SPIRÁLA s.r.o.	Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Činnosti cestovních agentur a cestovních kanceláří; Vzdělávání; Všeobecná ambulantní zdravotní péče	aktivní	ne	1997	Jablonec nad Nisou	46602	Renata Matková; Petr Matek	47110;581;791;85;86210	Jablonec nad Nisou	1997-01-30
20-24	s.r.o.	08802866	JBC protolab s.r.o.	Výroba pryžových a plastových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba elektronických součástek a desek; Výroba elektrických zařízení; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Inženýrské činnosti a související technické poradenství	aktivní	ano	2020	Jablonec nad Nisou	46601	Jan Sejkora; Lukáš Kostka	22;256;25620;25720;261;27;46900;471;7112	Jablonec nad Nisou	2020-01-02
20-24	s.r.o.	07874685	MonteSi s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba nožířských výrobků; Ostatní zpracovatelský průmysl; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní vzdělávání j. n.	aktivní	ano	2019	Jablonec nad Nisou	46601	Petr Roubíček	00;25610;32;46900;471;8559	Jablonec nad Nisou	2019-02-06
20-24	s.r.o.	03893383	GS - TECH s.r.o.	Výroba ostatních nekovových minerálních výrobků; Výroba kovových konstrukcí a jejich dílů; Výroba nožířských výrobků; Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba strojů a zařízení j. n.	aktivní	ano	2015	Jablonec nad Nisou	46604	Jiří Šrytr; Michal Gürtler	23;25110;25610;25620;257;265;28	Jablonec nad Nisou	2015-03-16
20-24	s.r.o.	03181006	FLYDEO s.r.o.	Výroba elektronických součástek a desek; Výroba elektrických zařízení; Ostatní zpracovatelský průmysl j. n.; Opravy, údržba a instalace strojů a zařízení; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Výzkum a vývoj v oblasti přírodních a technických věd; Fotografické činnosti	aktivní	ano	2014	Jablonec nad Nisou	46601	Jan Sejkora; Lukáš Kostka	261;27;32990;33;46900;471;721;74200	Jablonec nad Nisou	2014-07-08
20-24	a.s.	28708555	Autosalon ASTRA a.s.	Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Maloobchod s použitým zbožím; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2009	Jablonec nad Nisou	46601	Ivo Bartoněk; Jaroslava Bartoňková	45200;461;46900;47;47790;74;772	Jablonec nad Nisou	2009-10-01
20-24	a.s.	25404385	Atotech CZ, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba chemických látek a chemických výrobků; Výroba nožířských výrobků; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd	aktivní	ano	1999	Jablonec nad Nisou	46605	Mandeep Sabharwal; Michelle M. Mccarthy; Václav Kříž	00;20;25610;46750;71209;7219	Jablonec nad Nisou	1999-06-29
